mms_id,alma_title,alma_author,alma_pubplace,alma_publisher,alma_pubdate,alma_notes,alma_lang,alma_keywords
990001183140106381,Arte de la lengua Pampanga / Diego Bergaño.,"Bergaño, Diego, 1690-1747.",Manila :,"Colegio de Santo Tomás,",1916.,[],spa,"['Pampanga language -- Grammar.', 'Philippine languages.']"
990001210820106381,Nuevo compendio teórico-práctico de la gramática inglesa : Seguido de un manual de conversaciones muy interesántes y de uso corriente en sociedad / por C. G. Durán.,"Durán, C. G.",Manila :,"Tipo-Litografia de Chofré y comp.,",1900.,[],spa,"['English language -- Conversation and phrase books -- Spanish.', 'English language -- Grammar.', 'English language -- Textbooks for foreign speakers -- Spanish.']"
990001265470106381,The development and the present status of education in the Philippine Islands / by Rev. Vincent R. Catapang...,"Catapang, Vicente R., 1888-1980.","Boston, Mass. :","The Stratford company,",1926.,['Bibliography: p. 117-120.'],eng,['Education -- Philippines.']
990001414210106381,The Philippines / by John Foreman.,"Foreman, John.",Manila :,"Filipiniana Book Guild,",1980.,"['Offprint copy of: The Philippine Islands. -- New York : Scribner, 1906.', 'Includes index.']",eng,"['Philippines.', 'Philippines -- History']"
990001479730106381,"The blow from behind; or, Some features of the anti-imperialist movement attending the war with Spain, together with a consideration of our Philippine policy from its inception to the present time and the international law affecting the same, by Fred C. Chamberlin, LL.D.","Chamberlin, Frederick, 1870-1943.","Boston,","Lee and Shepard,",1903.,['rare: Book-plate: Joseph Lovejoy.'],eng,"['Imperialism.', 'Philippines -- History -- Philippine American War, 1899-1902.']"
990001484800106381,Proceso del Dr. José Rizal Mercado y Alonso.,"Rizal, José, 1861-1896.",Manila :,"Cultura Filipina,",1913.,"['""Notas bibliográficas"": p. [i]-xxiii.']",spa,"['Trials (Political crimes and offenses) -- Philippines.', 'Rizal, José, -- 1861-1896.']"
990001514760106381,Applicability of standard tests to the Filipino ... / by Manuel L. Carreon.,"Carreon, Manuel L.","[Yonkers-on-Hudson, N.Y.],",,1926.,"['Published also without thesis note under title: Philippine sutides in mental measurement.', 'Bibliography: p. 137-145.']",eng,"['Education -- Philippines.', 'Educational tests and measurements.']"
990001523030106381,"Rizal Province directory, Volume I.","Salonga, Isayas R.",Manila :,"General Printing Press,",1934.,[],eng,"['Rizal (Philippines : Province) -- Directories.', 'Philippines -- Rizal (Province) -- fast -- (OCoLC)fst01331536']"
990001529010106381,Quousque tandem-- : colección de trabajos publicados en la prensa de Manila y otros de palpitante actualidad / Felix de León.,"León, Félix de.",Manila :,"[s.n.],",1921,[],spa,['Philippines -- Politics and government -- 1898-1935']
990001590210106381,Spanish American war poems.,,,,,"['Title in manuscript at head of first preliminary leaf.', 'A collection of poems clipped from various newspapers, and mounted on rectos of numbered leaves; versos blank.']",eng,"['Spanish-American War, 1898 -- Poetry.']"
990001621280106381,"A United States midshipman in the Philippines / by Lt. Com. Yates Stirling, jr., illustrated by Ralph L. Boyer.","Stirling, Yates, 1872-1948 http://id.loc.gov/authorities/names/no2009167899 http://viaf.org/viaf/101540290",Philadelphia :,"The Penn publishing company,",1913 [c1910],['Illustrated end-papers.'],eng,
990001626910106381,"Under MacArthur in Luzon; or, Last battles in the Philippines, illustrated by A. B. Shute.","Stratemeyer, Edward, 1862-1930.","Boston,","Lee and Shepard,",1901.,[],eng,"['Philippines -- History Fiction. -- Philippine American War, 1899-1902']"
990001648810106381,"The liquor traffic in the Hawaiian Islands, from 1870 to 1895. Prepared for the Y.M.C.A. and submitted for the consideration of the Liquor Commission and the general public.",,[Honolulu?],Hawaiian Gazette Co.,[1896?],"['""The tables given in this pamphlet have been compiled from the reports of the Chief Justice, the Collector-General of Customs, the Attorney-General, the Board of Health and the District Court of Honolulu[!]""']",eng,['Liquor industry -- Hawaii.']
990001852000106381,"The Filipino martyrs : a story of the crime of February 4, 1899 / by an eye witness, Richard Brinsley Sheridan.","Sheridan, Frances Chamberlaine, 1724-1766.","Quezon City, Philippines :","Malaya Books,",c1970.,"['Reprint. Originally published: London ; New York : Bodley Head, 1900.', 'Includes index.']",eng,"['Philippines -- History Personal narratives. -- Philippine American War, 1899-1902']"
990001890090106381,"Método teórico-practico y compendiado : para aprender, en brevísimo tiempo, el lenguage tagálog / por Julius Miles.","Miles, Julius.",Barcelona :,"Sucesores de N. Ramírez y ca.,",1887.,[],spa,['Tagalog language -- Grammar.']
990001896080106381,Promenade en Amérique; États-Unis--Cuba--Mexique par J. J. Ampère.,"Ampère, J.-J. (Jean Jacques), 1800-1864.","Paris,","Michel Lévy frères,",1860.,"['First published, 1855.']",fre,"['United States -- Description and travel.', 'Cuba -- Description and travel', 'Mexico -- Description and travel']"
990001931120106381,"Ray's daughter; a story of Manila, by General Charles King.","King, Charles, 1844-1933.","London,","J. B. Lippincott Company,",1901.,[],eng,"['Philippines -- History Fiction. -- Philippine American War, 1899-1902']"
990001935560106381,"Finding the worth while in the Orient, / by Lucian Swift Kirtland.","Kirtland, Lucian Swift, 1881-","New York, :","R. M. McBride & Company,",1926.,[],eng,['East Asia -- Description and travel.']
990001988100106381,Viajes por Filipinas de Manila a Marianas/ Juan Alvarez Guerra.,"Alvarez Guerra, Juan, 1770-1845.",Madrid :,"Imprenta de Fortanet,",1887.,[],spa,"['Mariana Islands -- Description and travel.', 'Philippines -- Description and travel']"
990002011280106381,The woman with a stone heart; a romance of the Philippine war. By O. W. Coursey.,"Coursey, O. W. (Oscar William), 1873-1946.","Mitchell, S. D.,",The Educator supply company,[c1914],[],eng,"['Philippines -- History Fiction. -- Philippine American War, 1899-1902']"
990002018150106381,"Un royaume polynésien. Îles Hawaï, par G. Sauvin. Avec une carte spéciale de l'archipel d'Hawaï.","Sauvin, Georges, 1858-","Paris,","E. Plon, Nourrit et Cie,",1893.,"['""Notes bibliographiques"": p. 315-317.']",fre,['Hawaii -- Description and travel.']
990002031150106381,"Roads of adventure, / by Ralph D. Paine.","Paine, Ralph Delahaye, 1871-1925.","Boston, New York, :","Houghton Mifflin company,",1922.,"['""Autobiographical narrative of adventures as a filibuster in Cuba and as a war correspondent.""--Publisher\'s announcement.']",eng,"['World War, 1914-1918 -- Naval operations', 'Spanish-American War, 1898 -- Personal narratives.', 'China -- History -- Boxer Rebellion, 1899-1901.']"
990002042790106381,"Vocabulario Pampango-Tagalog-Inglés : compendio del Tagalog-Castellano-Inglés / Gavino Dimalanta, D. E. Fernandez, y del Pampango-Castellano-inglés.","Dimalanta, Gavino.",Maynila :,"J. Martinez,",[n.d.].,[],map,"['Pampanga language -- Dictionaries -- Tagalog.', 'Spanish language -- Dictionaries -- English.', 'Tagalog language -- Dictionaries -- Spanish.', 'English language -- Dictionaries -- Pampango.']"
990002057860106381,"Cuba and Porto Rico, with the other islands of the West Indies; : their topography, climate, flora, products, industries, cities, people, political conditions, etc., / by Robert T. Hill.","Hill, Robert Thomas, 1858-1941.","New York, :","The Century co.,",1899.,"['Cuba: p. 33-144.', 'Portr Rico: p. 145-184.']",eng,"['Cuba -- Description and travel', 'Puerto Rico -- Description and travel', 'West Indies.']"
990002062900106381,"Translation of the Provincial and Municipal laws of Puerto Rico. Division of customs and insular affairs. War department, August, 1899.","Puerto Rico. Laws, statutes, etc.","Washington,","Govt. Print. Off.,",1899.,"['Royal decrees of Dec. 31, 1896.', 'buhr grad: In volume Cuba. Laws, statutes, etc. Laws of Cuba, Puerto Rico, and the Philippines. v.1.']",eng,['Law -- Puerto Rico.']
990002074690106381,"The Tagalog language : a comprehensive grammatical treatise adapted to self-instruction and particularly designed for use of those engaged in government service, or in business or trade in the Philippines / by Constantino Lendoyro.","Lendoyro, Constantino.","Manila, P.I. :","J. Fajardo,",1909.,"['""Tagalog key to the English exercises"": 55 p. at end.', 'Includes index.']",eng,['Tagalog language -- Grammar.']
990002092000106381,"Rita, / by Laura E. Richards. Illustrated by Etheldred B. Barry.","Richards, Laura Elizabeth Howe, 1850-1943.","Boston, :","D. Estes & Company,",[1900],[],eng,"['Spanish-American War, 1898 -- Fiction.']"
990002118620106381,"Seven thousand emeralds, by Frank Charles Laubach ... decorations by Margaret Ayer.","Laubach, Frank Charles, 1884-1970.","New York,",Friendship press,[c1929],['Maps on lining-papers.'],eng,"['Missions -- Philippines.', 'Philippines.']"
990002174610106381,Future of the Philippines : interviews with Manuel Quezon .. [et al.] / by Edward Price Bell.,"Bell, Edward Price, 1869-1943.",Chicago :,"Chicago Daily News,",c1925.,[],eng,['Philippines -- Politics and government -- 1898-1935']
990002221230106381,Little journeys to Hawaii and the Philippine Islands / by Marian M. George.,"George, Marian M. (Marian Minnie), 1865-",Chicago :,"A. Flanagan,",c1901.,['On cover: Library of travel.'],eng,"['Hawaii -- Juvenile literature.', 'Philippines -- Juvenile literature.']"
990002368950106381,"""Alo'ha!"" A Hawaiian salutation. By George Leonard Chaney.","Chaney, George Leonard, 1836-1922.","Boston,","Roberts brothers,",1880 [c1879],[],eng,['Hawaii -- Description and travel.']
990002374620106381,"Circular from the General land office showing the manner of proceeding to obtain title to public lands under the homestead, desert land, and other laws. Issued July 11, 1899.",United States. General Land Office.,"Washington,","Govt. print. off.,",1899.,"['rare,wor: Copy for Worcester Philippine Collection stamped on t.-p.: Frank A. Branagan']",eng,['Homestead law -- United States.']
990002374690106381,"Appendix 1, to ... report. A brief history of land titles in the Hawaiian kingdom.",Hawaii. Oihana Ana Aina Aupuni.,"Honolulu,","P. C. advertiser co. steam print,",1882.,['At head of title: Interior department.'],eng,['Land tenure -- Hawaii.']
990002377920106381,"The story of the Philippines : Natural riches, industrial resources, statistics of productions, commerce and population; the laws, habits, customs, scenery and conditions of the Cuba of the East Indies, and the thousand islands of the archipelagoes of India and Hawaii, with episodes of their early history ... Events of the war in the west with Spain, and the conquest of Cuba and Porto Rico / By Murat Halstead.","Halstead, Murat, 1829-1908.",Chicago :,"Our possessions publishing co.,",c1898.,"['Plates printed on both sides.', 'Issued simultaneously also under title ""Our new possessions.""']",eng,"['Spanish-American War, 1898.', 'Philippines -- Description and travel.', 'Philippines -- History -- Revolution, 1896-1898.']"
990002383570106381,Hawaii nei / by Mabel Clare Craft ...,"Deering, Mabel Craft, 1872-",San Francisco :,"W. Doxey,",1899.,[],eng,['Hawaii -- Description and travel.']
990002384050106381,Hawaii and a revolution; the personal experiences of a correspondent in the Sandwich Islands during the crisis of 1893 and subsequently. By Mary H. Krout.,"Krout, Mary H. (Mary Hannah), 1857-1927.","New York,","Dodd, Mead and company,",1898.,[],eng,['Hawaii -- Description and travel.']
990002385570106381,"Vacation days in Hawaii and Japan, by Charles M. Taylor, jr. With over one hundred illustrations.","Taylor, Charles M. (Charles Maus), 1849-","Philadelphia,","G. W. Jacobs & co.,",1898.,[],eng,"['Hawaii -- Description and travel.', 'Japan -- Description and travel.']"
990002387310106381,Military notes on the Philippines. [September 1898.],United States. Adjutant-General's Office. Military Information Division.,"Washington,","Govt. print. off.,",1898.,[],eng,['Philippines -- Description and travel']
990002389940106381,The Philippine problem ...,"Crooker, Joseph Henry, 1850-1931.",New York :,"The Tucker publishing co.,",[1900],[],eng,
990002390080106381,"Some aspects of the Philippine question / by Professor Dean C. Worcester ... An address delivered under the auspices of the club, at Central music hall, Chicago, November 15, 1899.","Worcester, Dean C. (Dean Conant), 1866-1924.",[Chicago] :,"The Library and publication committee,",1900.,['Cover-title.'],eng,"['United States -- Colonial question.', 'Philippines -- History -- Philippine American War, 1899-1902.']"
990002392750106381,"Discursos leídos en la recepción público del sr. Manuel Márquez Sterling, la noche del 24 de octubre de 1929. : Contesta en nombre de la corporación el sr. René Lufríu y Alonso.","Márquez Sterling, Manuel, 1872-1934.",La Habana :,"Imprenta ""El Siglo XX,"",",1929.,"['At head of title: Academia de la historia de Cuba.', 'Half-title: En torno de la heurística, discurso del sr. Manuel Márquez Sterling.']",spa,['Cuba -- History.']
990002392810106381,"Historia de España en América (isla de Cuba), por don José de Alcázar.","Alcázar, José de.","Madrid,","Tipografía Herres,",1898.,"['""Orden de sucesión de los gobernadores en la isla de Cuba"": p. [177]']",spa,"['Governors -- Cuba.', 'Cuba -- History']"
990002392840106381,"Cuba past and present, / by A. Hyatt Verrill.","Verrill, A. Hyatt (Alpheus Hyatt), 1871-1954.","New York, :","Dodd, Mead & company,",1914.,[],eng,['Cuba -- Description and travel']
990002392940106381,"Cuba, old and new, by Albert G. Robinson, illustrated from photographs by the author.","Robinson, Albert G. (Albert Gardner), 1855-1932.",New York [etc.],"Longmans, Green and co.,",1915.,[],eng,['Cuba.']
