id,dlxs_title,dlxs_author,bib_titles,bib_authors,pubplace,publisher,pubdate,notes,lang,keywords
AQM0380.0001.001,Magayon ñga vida ni Santa Maria Magdalena:  ni San Lazaro cag ni Santa Maria...,,['Magayon ñga vida ni Santa Maria Magdalena:  ni San Lazaro cag ni Santa Maria...'],"['Perfecto, Mariano, b. 1858', 'American Philosophical Society. Library.']","Madurriao, Iloilo :","La Panayana,",[1928],"['Microfilm no. 16', 'In Hiligaynon.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['hil: Hiligaynon'],"['Saints -- Biography.', 'Mary Magdalene -- Saint.', 'Lazarus, -- of Bethany, Saint.']"
AEQ6684.0001.001,"Ligaya sa langit at mundo : catua-tuang panganganác ng mahal na Vírgen sa marálitang cueva ó portal ng Belén / pinag-inutang tinulâ ng isang may touâ na pinag-aralang sumipì sa librong Martir de Golgota, yaring abâ at lingcod ninyong si Nemesio Magboo."," Magboo, Nemesio","['Ligaya sa langit at mundo : catua-tuang panganganác ng mahal na Vírgen sa marálitang cueva ó portal ng Belén / pinag-inutang tinulâ ng isang may touâ na pinag-aralang sumipì sa librong Martir de Golgota, yaring abâ at lingcod ninyong si Nemesio Magboo.']","[' Magboo, Nemesio']",Maynila :,"J. Martinez,",1922-,"['Includes bibliographical references.', 'grad,buhr: Library has v.1']",['tgl: Tagalog'],"['Bible stories, Tagalog.']"
AUJ6897.0001.001,Ang calugód-lugód na búhay nang mag asauang si D. Diego Florencia at ni D. a Juana sa ciudad nang Valencia : ulirán nang pagiibigan nang sino mang mag-asaua / tinulà ni N. M.," Magboo, Nemesio.",['Ang calugód-lugód na búhay nang mag asauang si D. Diego Florencia at ni D. a Juana sa ciudad nang Valencia : ulirán nang pagiibigan nang sino mang mag-asaua / tinulà ni N. M.'],"[' Magboo, Nemesio.']",Maynila :,"J. Martinez,",[192-?],['In Tagalog.'],['tgl: Tagalog'],"['Tagalog poetry.', 'Tagalog language -- Texts.']"
AKJ0615.0001.001,"Catua tuang buhay na uliran ng̃ totoong pag-ibig sa Dios na guinaua nang Santong si Job : na ito, I, hinang̃o sa libro sagrada / na tinula ni Nemecio Magboo."," Magboo, Nemesio.","['Catua tuang buhay na uliran ng̃ totoong pag-ibig sa Dios na guinaua nang Santong si Job : na ito, I, hinang̃o sa libro sagrada / na tinula ni Nemecio Magboo.']","[' Magboo, Nemesio.']",Maynila :,"J. Martinez,",1920.,[],['tgl: Tagalog'],['Bible -- History of Biblical events']
AHU6043.0001.001,"Panauagan sa may bahay, na paghahandugán ng̃ touâ at ligayang ninanasà na caraniuang gamitin ... / Nemecio Magboo."," Magboo, Nemesio.","['Panauagan sa may bahay, na paghahandugán ng̃ touâ at ligayang ninanasà na caraniuang gamitin ... / Nemecio Magboo.']","[' Magboo, Nemesio.']",Maynila :,"J. Martinez,",[193-?],"['In Tagalog.', 'Cover title.']",['tgl: Tagalog'],"['Tagalog language -- Texts.', 'Women -- Conduct of life.']"
AEQ7208.0001.001,Uliran nang cabaitan : catua-tuang búhay ng̃ mag caibigang si na Cabang̃isan at Cahinhinan na nag ng̃ang̃alang Rabio at Modesto at pulong ng̃ mg̃a cabinataan / na tinulâ ng̃ bagong nag aaral na si Nemesio Magboo.," Magboo, Nemesio.",['Uliran nang cabaitan : catua-tuang búhay ng̃ mag caibigang si na Cabang̃isan at Cahinhinan na nag ng̃ang̃alang Rabio at Modesto at pulong ng̃ mg̃a cabinataan / na tinulâ ng̃ bagong nag aaral na si Nemesio Magboo.'],"[' Magboo, Nemesio.']",Maynila :,"J. Martinez,",1926.,['In Tagalog.'],['tgl: Tagalog'],"['Christian poetry, Philippine.', 'Youth -- Conduct of life.']"
AEZ2084.0001.001,"Bibliotheca americana et philippina.  [Vol. 1, no. 1]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 1]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.003,"Bibliotheca americana et philippina.  [Vol. 1, no. 3]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 3]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.004,"Bibliotheca americana et philippina.  [Vol. 1, no. 4]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 4]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.005,"Bibliotheca americana et philippina.  [Vol. 1, no. 5]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 5]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.006,"Bibliotheca americana et philippina.  [Vol. 1, no. 6]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 6]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.007,"Bibliotheca americana et philippina.  [Vol. 1, no. 7]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 7]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AEZ2084.0001.009,"Bibliotheca americana et philippina.  [Vol. 1, no. 9]",Maggs Bros.,"['Bibliotheca americana et philippina.  [Vol. 1, no. 9]']",['Maggs Bros.'],"London,",Maggs Bros.,[1922-,"['Catalogues no. 429, 432, 442, 465, 469, 479, 496, 502, 549.', 'Vols. 2, 5 have title: Bibliotheca americana; v. 2 has subtitle: Father Kino, ""California in a series of autograph letters, 1680-1687; v. 6, Books on America in Spanish.']",['eng: English'],"['Spanish literature', 'America', 'Philippines', 'Kino, Eusebio Francisco, -- 1644-1711']"
AJC7269.0001.001,"Warner, Barnes & co., limited, claimant, v. the United States. No. 22757. Brief and argument for the United States. Charles E. Magoon, counsel."," Magoon, Charles Edward, 1861-1920.","['Warner, Barnes & co., limited, claimant, v. the United States. No. 22757. Brief and argument for the United States. Charles E. Magoon, counsel.']","[' Magoon, Charles Edward, 1861-1920.', 'United States. Court of Claims.', 'Warner, Barnes, & co., limited,', 'United States.']",,,,"['cover-title', 'At head of title: In the Court of claims of the United States. October term, 1903.']",['eng: English'],[]
APZ1176.0001.001,Maicling casaysayan nang buhay ni Josè Vendido:  na anac ni Jacob.,,['Maicling casaysayan nang buhay ni Josè Vendido:  na anac ni Jacob.'],['American Philosophical Society. Library.'],Maynila :,"Imp. ni J. Martinez,",1924.,"['Microfilm no. 36.', 'Microfilm. Philadelphia, PA. : American Philosophical Society, 1965. 1 microfilm reel ; 35 mm.', 'From the Bartlett Collection on the Philippines and the East Indies.']",['tgl: Tagalog'],"['Tagalog literature.', 'Corridos.', 'Bible -- In literature.']"
ATL5958.0001.001,Maikling kasaysayan nang buhay ni Josè Vendido : na anak ni Jacob.,,['Maikling kasaysayan nang buhay ni Josè Vendido : na anak ni Jacob.'],[],Maynila :,"Imp. ni J. Martinez,",1924.,[],['tgl: Tagalog'],"['Tagalog literature.', 'Corridos.', 'Bible in literature.']"
APZ8606.0001.001,Orientaciones / por Makabuhay., Makabuhay.,['Orientaciones / por Makabuhay.'],[' Makabuhay.'],Manila :,"[s.n.,",1992],"['Photocopy. [Des Moines, Iowa] : LBS Archival Products, 1993. 23 cm.']",['spa: Spanish'],['Philippines -- Politics and government']
AEX3186.0001.001,"The government of the Philippine Islands; its development and fundamentals,"," Malcolm, George A. (George Arthur), 1881-1961","['The government of the Philippine Islands; its development and fundamentals,']","[' Malcolm, George A. (George Arthur), 1881-1961']","Rochester, N.Y. etc.","The Lawyers co-operative publishing company,",1916.,[],['eng: English'],['Philippines -- Politics and government']
AEW8671.0001.001,"Magna carta commemoration essays, with a preface by the Rt. Hon. Viscount Bryce...ed. by Henry Elliot Malden."," Malden, Henry Elliot,","['Magna carta commemoration essays, with a preface by the Rt. Hon. Viscount Bryce...ed. by Henry Elliot Malden.']","[' Malden, Henry Elliot,', 'Royal Historical Society (Great Britain)']",[London],"Royal historical society,",1917.,"['Papers prepared for the celebration which was planned for the commemoration of the seven hundredth anniversary of Magna charta in June 1915. Owing to the European war the exercises were not held.', 'Magna carta celebration committee, 1914.--Preface by Viscount Bryce.--Introduction by the editor.--Magna carta, 1215-1915, by Prof. McKechnie.--Innocent III and the Charter, by Prof. G. B. Adams.--Barons and knights in the Great charter, by J. H. Round.--Clause 39, by Paul Vinogradoff.--Per iudicium parium vel per legem terrae, by Prof. Powicke.--Magna carta nd the common law, by Prof. McIlwain.--The influence of Magna carta on American constitutional development, by H. D. Hazeltine.--Magna carta and Spanish mediæval jurisprudence, by Rafael Altamira.--Financial records of the reign of King John, by Hilary Jenkinson.--Index.']",['eng: English'],['Magna Carta.']
AJA1759.0001.001,"Hawaiian antiquities (Moolelo Hawaii) / by David Malo. Tr. from the Hawaiian, by Dr. N. B. Emerson, Honolulu, Hawaiian Islands, 1898."," Malo, Davida, d. 1853.","['Hawaiian antiquities (Moolelo Hawaii) / by David Malo. Tr. from the Hawaiian, by Dr. N. B. Emerson, Honolulu, Hawaiian Islands, 1898.']","[' Malo, Davida, d. 1853.', 'Emerson, Nathaniel Bright, tr. 1839-1915.']","Honolulu, :","Hawaiian gazette co., ltd.,",1903.,"['""Errata"" slip inserted before p. [17]']",['eng: English'],['Hawaii.']
AKK1653.0001.001,Malodoc Na Agui-Agui Ni Trabiata-Trabador asin ni Norma Sa Cahadean nin Valencia.,,['Malodoc Na Agui-Agui Ni Trabiata-Trabador asin ni Norma Sa Cahadean nin Valencia.'],[],"Naga City, Bicol :","Cecilio pub.,",[192-.],"['In Bikol.', 'Cover title.']",['bik: Bikol'],"['Bikol literature.', 'Historical fiction, Philippine.']"
ABX3335.0001.001,Historia de Nueva-Vizcaya y provincia montanõsa / por Fr. Julian Malumbres.," Malumbres, Julian.",['Historia de Nueva-Vizcaya y provincia montanõsa / por Fr. Julian Malumbres.'],"[' Malumbres, Julian.']",Manila :,"Tipog. Litog. del Col. de Sto. Tomas,",1919.,[],['spa: Spanish'],"['Nueva Vizcaya(Philippines:Province) -- History.', 'Nueva Vizcaya(Philippines:Province) -- Description and travel.']"
AHZ9188.0001.001,Souvenirs d'un voyage aux iles Philippines; par J. de Man.," Man, J. de (Jean), b. 1824.","[""Souvenirs d'un voyage aux iles Philippines; par J. de Man.""]","[' Man, J. de (Jean), b. 1824.']","Anvers,","Imprimerie Stockmans & Moerinex,",1875.,"[""Author's autograph presentation copy to A. Sweerts.""]",['fre: French'],['Philippines -- Description and travel']
ACW9449.0001.001,"Port of Manila and other Phillippine ports year book.  [Vol. 1, no. 1]",Manila (Philippines),"['Port of Manila and other Phillippine ports year book.  [Vol. 1, no. 1]']","['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1925.001,Port of Manila and other Phillippine ports year book. [1925],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1925]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1927.001,Port of Manila and other Phillippine ports year book. [1927],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1927]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1928.001,Port of Manila and other Phillippine ports year book. [1928],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1928]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1929.001,Port of Manila and other Phillippine ports year book. [1929],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1929]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1930.001,Port of Manila and other Phillippine ports year book. [1930],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1930]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
ACW9449.1931.001,Port of Manila and other Phillippine ports year book. [1931],Manila (Philippines),['Port of Manila and other Phillippine ports year book. [1931]'],"['Manila (Philippines)', 'Manila Harbor Board.', 'Philippines. Manila Arrastre Service.', 'Philippines. Bureau of Customs.']",,,,"['Title varies slightly.', 'Publication suspended 1937-38 and 1941-48.', 'Issued 1924-36 by the Manila Harbor Board; 1939-40 by the Manila Arrastre Service, Bureau of Customs; 1949- by Arrastre Service Division, Bureau of Customs.']",['eng: English'],"['Harbors -- Periodicals. -- Philippines', 'Philippines -- Commerce']"
